"CFR";"loa"
5765;16.9
5766;10.9
5767;11.68
5768;15.2
5769;11.83
577;14.02
5770;10.5
5771;15.1528571428571
5772;8.8
5773;9.9
5774;15.1
5775;9.95
5776;12.8425
5777;14.7
5778;11.36
5779;11.7
578;14.15
5780;10.1
5781;16.57
5782;12.68
5783;12.3
5784;13
5785;13.25
5786;7.91
5787;12.81
5788;12.65
5789;12.55
579;14.6
5790;15.58
5791;13
5792;12.96
5793;7.93
5794;14.25
5795;16.7
5796;13.1
5797;7.2
5798;12.8375
5799;12.48
58;9.95
580;13.9
5800;7.48333333333333
5801;7.2
5802;11.47
5803;4.65
5804;8.92
5805;7.27
5806;8.15
5807;8.2
5808;13.34
5809;6.08
581;13.92
5810;13.9
5811;7.83333333333333
5812;15
5813;14.39
5814;7.6
5815;12
5816;7.71
5817;7.52
5818;6.4
5819;14.83
582;5.3
5820;14.2
5821;7.25
5822;8
5823;8.1
5824;6.13
5825;5.25
5826;9.43
5828;5.65
5829;5.64
583;4.6
5830;12.01
5831;8.4
5832;7.2
5833;7.3
5834;12.83
5835;5.09
5836;4.91
5837;7.14
5838;10.94
5839;12.48
584;4.6
5840;9.49
5841;9.77
5842;6.1
5844;9.65
5845;7.8
5846;8.25
5847;18.1
5848;13.56
5849;10.2025
585;4.76
5850;8.4
5851;5.18
5852;12.4
5853;17.75
5854;14.67
5855;8
5856;12.9
5857;5.6
5858;8.01
5859;6.884
586;4.97
5860;22.85
5861;7.35
5862;12.8
5863;7.62
5864;17.38
5865;8.77
5866;7.5
5867;9.05
5868;7.77
5869;9.02
587;4.5
5870;13.33
5871;5.75
5872;6.62
5873;6.25
5874;15.0054545454545
5875;9.22
5876;7.83
5877;7.09
5878;12.39
5879;6.2
588;3.5
5880;8.52
5881;5.1
5882;12.5572727272727
5883;6.9
5885;3.9
5886;6.22
5887;5.6
5888;8.08
5889;8.02
589;5.82
5890;5.6
5891;8.02
5892;7.9
5893;4.16
5894;8.4
5895;8.43142857142857
5896;5.17
5897;7.58
5898;6.13
5899;8.78
59;7.35
590;6.3
5900;6.86
5901;5.26
5902;7.28
5903;8.5
5904;6.6
5905;10.47
5906;8.02
5907;6.9
5908;9.5
5909;5.72
591;6.4
5910;5.63
5911;6.45
5912;5.8
5913;7.92
5914;7.9
5915;6.42
5916;14.34
5917;6.956
5918;8.2
5919;14.94
592;5.1
5920;9.26285714285714
5921;11.1246153846154
5922;8
5923;7.4
5924;7.53
5925;4.55
5926;16.3
5927;10.85
5928;7.04
5929;7.02
593;6.7
5930;5.53
5931;5.25
5932;14.5
5933;6.6
5934;5.01
5935;5.23285714285714
5936;14.3
5937;11.8
5938;7.1
5939;11.14
594;6.4
5940;10.3161538461538
5941;7.35
5942;7.1
5943;5.03
5944;10.7
5945;6.5
5946;10.35
5947;7.03
5948;18.32
5949;22.35
595;6.06
5950;5.15
5951;10.884
5952;17.5
5953;6.6
5954;24
5955;4.9
5956;6.7
5957;17
5958;7.4
5959;13.7
596;5.5
5960;6.1
5961;7.15
5962;6.55
5963;8.87
5964;9.72
5965;8.4
5966;6.3
5967;6.54
5968;22.6
5969;17.09
597;6.66285714285714
5970;6.15
5971;6.22
5972;20.4
5973;6.35
5974;4.72
5975;8.9
5976;6.8
5977;4.98
5978;22.2
5979;6.48909090909091
5980;5
5981;7.2
5982;6.6
5983;6.2
5984;8.15
5985;9
5986;10.3
5987;6.4
5988;5.3
5989;24.5
599;6.3
5990;5.8
5991;8.95
5992;7
5993;5.76
5994;6.2
5995;6.7425
5996;5.79
5997;6.18
5998;10
5999;7.63
6;4
60;9.6
600;10.77
6000;6.4
6001;6.3
6002;4.65
6003;5
6004;23
6005;12.73
6007;11.32
6008;6.5
6009;6.992
601;6.1
6010;8.3
6011;7.9
6012;7.42
6013;12.26
6014;6
6015;8.31
6016;6.65
6017;7.38
6018;11.25
6019;16.16
602;7.22571428571429
6020;5.74
6022;6.66
6023;6.5
6024;6.4
6025;6.3
6026;11.1
6027;7.05727272727273
6028;8.60555555555556
6029;7.23
603;7.18571428571429
6030;6.35
6031;11.4014285714286
6032;7.6
6033;6.4
6034;7.38
6035;6.92
6036;5.75
6037;7.18
6038;7
604;10.05
6040;6.05
6041;6.2
6042;7.87
6043;5.26
6044;7.2
6045;5.1
6046;4.71
6047;7.15
6048;7.3
6049;6.72
605;3.98
6050;5.52
6051;7.1
6052;6.62
6053;6.47
6054;12.85
6055;6.6
6056;20.52
6057;15.94
6058;19
6059;5.8
606;4.35
6060;6.5
6061;13.53
6062;6.78
6063;6.5
6064;5.5
6065;8.91
6066;6.28
6067;13.15
6068;5.82
6069;16.2
607;4.94
6070;6.7
6071;6.9
6072;5.6
6073;9.7
6074;5.9
6075;18.7254545454545
6076;6.53
6077;5.65
6078;6
6079;6.58
608;6.6
6080;7.33285714285714
6081;6.45
6082;19.17
6083;5.6
6084;7.2
6085;9.28
6086;8.2
6087;6.58
6088;8.03
6089;8.62
609;3.9
6090;6.58
6091;14.7
6092;6.8
6093;9.8
6094;6.35
6095;5.75
6096;14.89
6097;8.5
6098;8.4
6099;7.60666666666667
61;9.2
610;4.9
6100;10
6101;5.34
6102;10.4
6103;15.85
6104;9.70777777777778
6105;10.5
6106;12.95
6107;7.7
6108;16.62
6109;14.29
611;4.36
6110;4
6111;7
6112;13
6113;12.2171428571429
6114;22.87
6115;7.15
6117;12.53
6118;4.63
6119;16.9
612;4.7
6120;16.05
6121;18.17
6122;6.964
6123;10.94
6124;7.6
6125;19.3
6126;6.7
6127;7.12
6128;6.1
6129;7.8
613;3.81
6130;7.8
6131;7.06
6132;8
6133;6.25
6134;8.31
6135;8.85
6136;7.62
6137;5.86333333333333
6138;6.75
6139;6.97
6140;6.3
6141;6.55
6142;6.1375
6143;6.3
6144;6.1
6145;5.68
6146;6
6147;6.26
6148;10.28
6149;5.82
615;3.98
6150;6.2
6151;6
6152;5.35
6153;6.5
6154;7.3
6155;7.55
6156;6.05
6157;5.8
6158;5.2
6159;6.14
616;4.2
6160;5.7
6161;6.92
6162;6.06
6163;6.80555555555556
6164;8.3
6165;5.4
6166;5.48
6167;5.32
6168;6.7
6169;6.18
617;4.18
6170;6.39333333333333
6171;6.2
6172;10.5
6173;7.3
6174;11.15
6175;10.3
6176;6.55
6177;8
6178;6.82
6179;10.73
618;5.82
6180;6.77
6181;6.65
6182;5.4
6183;10.8
6184;13.15
6185;5.856
6186;7.12
6187;4.51428571428571
6188;5.85
6189;6.45
6190;6.3
6191;7.33
6192;7.56
6193;5.98
6194;6.68
6195;5.6
6196;6.02272727272727
6197;6.29
6198;7.19
6199;6.2
62;12.33
6200;6.7
6201;5.92
6202;8.08
6203;9.5
6204;8
6205;7.05
6206;9.85
6207;9.5
6208;6.5
6209;8.55
621;7.35
6210;14.9
6211;6.24
6212;7.2
6213;6.77
6214;14.98
6215;9.26
6216;13.55
6217;6.5
6218;5.65
6219;5.71
622;9.16
6220;4.7
6221;5.65
6222;8.48
6223;7.32
6224;7.45
6225;17.63
6226;8.15
6227;7.05
6229;7.04
623;13.96
6230;6.2
6231;15.28
6232;6.12
6233;6.64
6234;7
6235;6.2
6236;5.58
6237;6.04
6238;8.25
6239;6.54
624;14.19
6240;5.83
6241;7.35
6242;6.71
6243;7.58
6244;15.5
6245;6.2
6246;8.5
6247;5.6
6248;8.8
6249;6
625;4.11
6250;6.02
6251;7.92
6252;6.01
6253;5.43
6254;8.4
6255;8.8
6256;6.1
6257;6.8
6258;8.37
6259;6.945
626;6.7
6260;20.1
6261;20.58
6262;6.87666666666667
6263;13.3
6264;7.8
6265;14.35
6266;7.4
6267;6.92
6268;22.35
6269;19.94
627;6.5
6270;7.42
6271;6.02
6272;6.21
6273;6.48
6274;6.88
6275;5.03
6276;8.65
6277;13.26
6278;9
6279;6.15
628;3.98
6280;6.33
6281;6.62
6282;14.3
6284;6.41
6285;14.89
6286;5.55
6287;5.25
6288;6.18
6289;13.89
629;12.9
6290;13.8
6291;6.4
6292;12.85
6293;6.22
6294;6.85
6295;6.1
6296;5.9
6297;5.4
6298;5.91769230769231
6299;7.04
63;11.02
630;11.64
6300;6.27
6301;8.24
6302;9.01
6303;7.86
6304;8.47
6305;8.15
6306;8.4
6307;6.7
6308;4.8
6309;8.88
631;8.2
6310;7.59
6311;7.2
6312;6.35555555555556
6313;11.824
6314;16.95
6315;5.61
6316;14.31
6317;7.46333333333333
6318;14
6319;9.3
6320;7.9
6321;7.95
6322;7
6323;12.5618181818182
6324;7.95
6325;8.35
6326;8.53
6327;6.1
6328;8.08
6329;6.16
633;4.1
6330;18.1266666666667
6331;7.9
6332;5.972
6333;6.704
6334;10.46
6335;10.2
6336;8
6337;9.65
6339;11.3
634;12.15
6340;22.3666666666667
6341;7.4
6342;14.1
6343;6.33
6344;7.4
6345;6.75
6346;6.9
6347;17.68
6348;15.55
6349;13.35
635;13.42
6350;5.7
6351;20.84
6352;5.91
6353;6.23125
6354;9.46
6355;8.28
6356;12.8
6357;8.67
6358;12.77
6359;13.1
636;10.1
6360;8.61
6361;12.96
6362;9.8
6363;8.97
6364;12.72
6365;13.3
6366;12.22
6367;10.25
6368;8.85
6369;10.24
637;8.8
6370;8.62
6371;10.25
6372;10.1
6373;12.95
6374;11.46
6375;13.26
6376;8.91
6377;13.15
6378;13.25
6379;8.22
638;5.18
6380;10.25
6381;13.75
6382;11.39
6383;13.15
6384;8.2
6385;9.2
6386;12.39
6387;9.55
6388;9.31
6389;12.09
639;10.67
6390;9.4
6391;13.19
6392;11.94
6393;12.9
6394;9.6
6395;16.6
6396;13.32
6397;9.57
6398;14.04
6399;13.6
64;8.03
640;4.18
6400;16.7
6401;13.68
6402;13.58
6403;13.89
6404;12.82
6405;13.63
6406;10
6407;13.8
6408;14.43
6409;13.17
641;9.95
6410;13.85
6411;10.362
6412;11.06
6413;13.85
6414;14
6415;18.25
6416;14.36
6417;18.15
6418;10.23
6419;10.55
642;10.82
6420;14.1
6421;18.41
6422;14.15
6423;14
6424;10.485
6425;14.41
6426;19.6007142857143
6427;18.76
6428;18.86
6429;12.3
643;4.38
6430;14.55
6431;19.93
6432;13.35
6433;18.91
6434;14.56
6435;18.91
6436;9.15
6437;14.03
6438;14.1
6439;19.25
644;12.3
6440;19.65
6441;13.9
6442;13.39
6443;13.42
6444;9.18
6445;11.19
6446;11.65
6447;19.26
6448;13.85
6449;10.98
645;7.8
6450;13.87
6451;11.18
6452;11.21
6453;14.2
6454;12.75
6455;9.65
6456;9.98
6457;11.8
6458;13.31
6459;20.03
646;5.15
6460;12.15
6461;13.89
6462;11.51
6463;11.09
6464;11.08
6465;13.7
6466;9.83
6467;11.91
6468;7.71
6469;10.7
647;25.18
6470;20
6471;10.55
6472;10.68
6473;16.25
6474;10.2
6475;10.77
6476;13.8
6477;12.88
6478;11.73
6479;11.74
648;15.6
6480;14.02
6481;12.84
6482;12.26
6483;13.25
6484;11.56
6485;22.25
6486;6.55
6487;12.6
6488;15.6771428571429
6489;12.58
649;9.7
6490;6.3
6491;14.7
6492;13.65
6493;12.45
6495;12.47
6496;13.3
6497;13.6
6498;12.76
65;9.14
650;6.78
6500;13.35
6501;12.95
6502;13.4
6503;13.77
6504;11.37
6505;12.35
6506;13.74
6507;10.15
6508;11.9
6509;13.28
651;6.4
6510;10.3
6511;13.63
6512;13.599
6513;10.6
6514;11.35
6515;12.52
6516;12.25
6517;12.7
6518;12.6
6519;12.81
652;7.5
6520;5.7
6521;7.55
6522;8.55
6523;11.75
6524;12.6
6525;12.78
6526;10.9023076923077
6527;10.17
6528;12.27
6529;12.73
653;5.05
6530;8
6531;13.62
6532;12.58
6533;12.49
6534;14.2
6535;13.62
6536;14.22
6537;11.5
6538;16.97
6539;13.56
654;7.5
6540;13.63
6541;20.11
6542;13.15
6543;13.47
6544;11.19
6545;22.55
6546;12.52
6547;13.46
6548;13
6549;12.9
655;11.45
6550;13.25
6551;12.92
6552;14.35
6553;13.08
6554;14.13
6555;13.4
6556;12.94
6557;11.68
6558;13.3
6559;14.45
656;10.3
6560;12.88
6561;12.66
6562;12.12
6563;12.87
6564;12.65
6565;12.11
6566;13.16
6567;12.44
6568;16.81
6569;13.08
657;9.3
6570;12.39
6571;14.3375
6572;7.12
6573;12.65
6574;15.55
6575;9.72
6576;23.4
6577;13.25
6578;10.55
6579;10.93
658;12
6580;13.1
6581;23.07
6582;9.75
6583;9.87
6584;21.5364705882353
6585;12.8
6586;20.95
6587;20.4
6588;19.85
6589;26.06
659;5.08
6590;24.98
6591;26.88
6592;25.76
6593;22.1
6594;22.18
6595;22.3
6596;22.4
6597;22.54
6598;23.35
6599;24.95
66;10.05
660;4.06
6600;20.35
6601;24.98
6602;9.15
6603;26.42
6604;26.52
6605;24.49
6606;20.2
6607;20.21
6608;25.3
6609;21.63
6610;11.5
6611;10.95
6612;13.3285714285714
6613;18.45
6614;12.9
6615;25.15
6616;9.6
6617;19.23
6618;13.2942857142857
6619;14.9
662;8.47
6620;12.94
6621;21.5
6622;12.83
6623;12.2
6624;14.94
6625;11.88
6626;12.8
6627;13.1
6628;12.64
6629;20.25
663;8.30142857142857
6630;12.96
6631;12.95
6632;23.65
6633;13.04
6634;13
6635;12.93
6636;12.8
6637;12.72
6638;7
6639;13.31
664;14.23
6640;16.91
6641;13.05
6642;12.96
6643;29.45
6644;9.8
6645;13.3
6646;13.73
6647;10.27
6648;12.69
6649;13.24
665;5.53
6650;12.9
6651;12.9
6652;23.04
6653;13.1
6654;14.02
6655;12.95
6656;13.06
6657;13.1
6658;13.05
6659;13.18
666;5.14
6660;13
6661;14.9277777777778
6662;13.1
6663;25
6664;13.16
6665;13.18
6666;21.18
6667;13.05
6668;13.15
6669;6.88
6670;13.16
6671;13.1
6672;16.09
6673;14.8730769230769
6674;30.56
6675;21.18
6676;13.29
6677;13.02
6678;12.98
6679;18.5
668;4.2
6680;21.98
6681;13.12
6682;13.45
6683;12.74
6684;12.9
6685;12.84
6686;11
6687;10.04
6688;12.88
6689;9.04
669;15.7
6690;13
6691;14.86
6692;13.1
6693;8.67
6694;12.36
6695;8.65
6696;12.9
6697;25.85
6698;13.15
6699;12.8
67;11.1
670;4.98
6700;12.95
6701;12.92
6702;20.5
6703;14.8
6704;5.2
6705;12.91
6706;13.1
6707;16.91
6708;5.59
6709;13.21
671;14.53
6710;9.65
6712;14.3
6713;13.08
6714;27.45
6715;11.55
6716;22.7
6717;12.2
6718;26.6
6719;17.95
6720;22.74
6721;13.23
6722;22.12
6723;6.25
6724;6.8
6725;6.05
6726;7.2
6727;6.48
6728;7.42
6729;6.744
673;6.38
6730;6.6
6731;6.17625
6732;5.79375
6733;7.08
6734;9.49
6735;6.18
6736;9.38
6737;10.05
6738;8.18
6739;10.45
674;5.15
6740;5.92
6741;10.7
6743;10.11
6744;9.96
6745;12.48
6746;7.03
6747;6.9
6748;7.17
6749;6.6
675;3.6
6750;11.8
6751;12.8
6752;12.2
6753;8.12
6754;12.64
6755;12.5
6756;12.8
6757;12.06
6758;12.8
6759;12.34
676;5.95
6760;12.98
6761;9.18
6762;7.715
6763;8.05
6764;5.18
6765;5.4
6766;12.9
6767;13
6768;7.72
6769;9.6
677;3.8
6770;13.5
6771;7.62
6772;10.3
6773;11.79
6774;11.2
6775;13.55
6776;12.07
6777;5.1
6778;7.94
6779;8.87
678;5.68
6780;12.54
6781;10.46
6782;8.35
6783;10.3
6784;11.06
6785;12.38
6786;14.05
6787;12.18
6788;13.45
6789;10.9
679;4.31428571428571
6790;10.94
6791;13.7128571428571
6792;9.47
6793;12.45
6794;10.7
6796;13.86
6797;13.87
6798;13.82
6799;11.72
68;4.86
680;6.3
6800;11.05
6801;13.12
6802;14.15
6803;10.24
6804;6.78
6805;6.64
6806;7.56
6807;14.49
6808;13.1
6809;9.79
681;6.55
6810;8.2
6811;10.05
6812;9.5
6813;8.4
6814;9.15
6815;8.1
6816;8.22
6817;10.9
6818;8.67
6819;8.5
682;6.1
6820;10.65
6821;8.63
6822;8.64
6823;9.2
6824;11.02
6825;11.32
6826;11.2
6827;11.15
6828;12.23
6829;8.75
683;10.37
6830;9.2
6831;9.96
6832;8.51
6833;8.25
6834;12.66
6835;10.12
6836;10.83
6837;11.3
6838;9.8
6839;10.65
684;5.68
6841;11.86
6842;10.3
6843;11.65
6844;8.63
6845;12.49
6846;12
6847;16.15
6848;10.81
6849;12.14
6850;9.4
6851;12.46
6852;12.9
6853;11.35
6854;12.4
6855;11.88
6856;11.61
6857;13.2
6858;12.1
6859;11.41
686;11.7
6860;10.65
6861;10.76
6862;10.49
6863;8.54
6864;11.74
6865;12.42
6866;11
6867;12.54
6868;14.03
6869;9.56285714285714
687;3.95
6870;11.28
6871;10.67
6872;10.9
6873;10.49
6874;12.01
6875;11.64
6876;10.71
6877;10.73
6878;11.12
6879;11.12
688;10.93
6880;13.72
6881;10.65
6882;10.4428571428571
6883;12.26
6884;11.08
6885;11.3423076923077
6886;11.25
6887;12.44
6888;11.65
6889;12.89
689;13.9
6890;10.82
6891;13.22
6892;13.8
6893;13.82
6894;14.5
6895;12.62
6896;12.51
6897;11.32
6898;11.3
6899;12.4
69;7.15
690;4.6
6900;12.91
6901;11.79
6902;13.1
6904;11.3
6905;5.5
6906;6.13
6907;5.52
6908;7.8
6909;7.5
691;10.4
6910;7.7
6911;8.6
6912;8.37333333333333
6913;8.05
6914;9.2
6915;9.3
6916;8.5
6918;6.2
6919;8.7
692;4
6920;9.33
6921;7
6922;6.65
6923;7.67
6924;8.4
6925;8.50333333333333
6926;6.35
6927;10
6928;9.03
6929;26.21
693;9.79
6930;18
6931;10.05
6932;7.6
6933;7
6934;9.36
6935;6.5
6936;20.55
6937;26.1
6939;24.15
694;9.83
6940;27.8
6941;24.92
6942;24.3
6943;19.02
6944;8.65
6945;9.6
6946;14.35
6947;10.52
6948;15.06875
6949;10.3
695;7.6
6950;22.27
6951;9.6
6952;6.4
6953;6.38
6954;10.08
6955;11.83
6956;9.2
6957;20.45
6958;10.3
6959;21.25
696;12.68
6960;6.09
6961;6.55
6962;17.9
6963;10.3
6964;9.03875
6965;13.7183333333333
6966;7.45
6967;10.65
6968;10.09
6969;10.14
697;5.6
6970;10.42
6971;10.28
6972;9.6
6973;12.3
6974;12.46
6975;11.7
6976;12.87
6977;13.75
6978;13.4
6979;12.86
698;11.3
6980;13.6
6981;12.33
6982;12.04
6983;12.36
6984;11.48
6985;9.74
6986;11.8
6987;8.35
6988;11.2
6989;10.1
699;6.1
6990;11.3
6991;10
6992;11.3
6993;12.45
6994;6.1
6995;14.45
6996;13.78
6997;12.25
6998;12.55
7;5.1
70;6.58
700;12.12
7000;5.286
7001;5.48
7002;6.5
7003;13.97
7004;5.68
7005;6.02
7006;17.29
7009;6.7
701;3.95
7010;4.54
7011;4.35
7012;18.86
7013;6.02
7014;17.21
7015;16.22
7016;25.2
7017;22.4
7019;22.87
702;7.73
7020;22.04
7021;20
7022;21.85
7023;17.88
7024;20.9
7025;17.25
7026;19.23
7027;12.6
7028;20.43
7029;15.9
703;6.07
7030;15.48
7031;20
7032;21.16
7033;22.86
7034;18.5
7035;21.75
7036;18.9
7037;25.35
7038;21.4
7039;18.22
704;6.44
7040;22.5
7041;23.6
7042;25.28
7043;21.8
7044;21.08
7045;6.77
7046;23.54
7047;22
7048;20.5
7049;22.02
705;6.67
7050;26.2
7051;26.52
7052;26
7053;21.62
7054;14.1
7055;22.81
7056;18.12
7057;20.45
7058;21.53
7059;21.9
706;4.64
7060;22.66
7061;22
7062;22.55
7063;21.78
7064;21.95
7065;25.82
7066;23.25
7067;17.56
7068;25.95
7069;25.82
707;10.83
7070;25.35
7071;26.12
7072;26.08
7073;26.4
7074;25.5
7075;30.16
7076;26.67
7077;14.72
7078;25.73
7079;22.55
708;4.93
7080;25.62
7081;22.68
7082;13.32
7083;20.25
7084;11.52
7085;22.35
7086;17.9
7087;22.41
7088;27.46
7089;23.07
709;3.72
7090;20.65
7091;19.78
7092;26.95
7093;23.6
7094;22.75
7095;27.2
7096;20.32
7097;25.98
7098;26.28
7099;13.8
71;8.72
710;3.776
7100;12.71
7101;18.3
7102;26.76
7103;21.4
7104;27.06
7105;22.75
7106;13.02
7107;20.95
7109;27.24
711;11.62
7110;22.47
7111;26.3
7112;11.8
7113;5.31285714285714
7114;26.83
7115;21.48
7116;26.1
7117;19.7
7118;20.38
7119;28.4
712;12.1
7120;24.88
7121;20.18
7122;21.33
7123;21.7
7124;13.23
7125;20.9
7126;22.96
7127;12.58
7128;11.96
7129;26.81
713;15.7
7130;12.38
7131;13.36
7132;12.87
7133;22.75
7134;25.16
7135;22.0222222222222
7136;12.86
7137;20.66
7138;23.36
7139;13.6571428571429
714;12.93
7140;12.44
7141;25.56
7142;23.68
7143;19.14
7144;21.35
7145;24.62
7146;22.37
7147;21.76
7148;17.09
7149;16.38
715;8.75
7150;26
7151;24.1
7152;13.47
7153;20.65
7154;13.96
7155;9.12
7156;13
7157;9.59
7158;12.35
7159;12.096
716;4.15
7160;7.13
7161;7.86
7162;11.72
7163;8.65
7164;12.1
7165;9.05
7166;7.4
7167;13.31
7168;7.8
7169;12.9
717;8.76
7171;10.48
7172;15.5
7173;14.55
7174;15.86
7175;9.6
7176;10.25
7177;12.97
7178;7.9
7179;6.51
718;7.98
7180;18.66
7181;8.42
7182;16.78
7183;12.4
7184;13.65
7185;18.08
7186;10.69
7187;12.96
7188;9.49
7189;10.33
719;4.76
7190;14.45
7191;20.47
7192;11.6
7193;13.97
7194;13.33
7195;11.92
7196;12.5
7197;18
7198;8.89
7199;11.25
72;4.05
720;4.17777777777778
7200;12.46
7201;12.46
7203;10.9
7204;14.01
7205;13.04
7206;12.37
7208;12.3333333333333
7209;11.63
721;5.59
7210;12.91
7211;11.1
7213;11.4
7215;18.22
7216;12.81
7217;7.68
7218;19.98
7219;12.65
722;13.8
7220;12.18
7221;22.57
7222;19.05
7223;13.42
7224;11.8
7225;13.56
7226;10.27
7228;8.15
7229;24.07
723;5.2
7230;25
7231;11.59
7232;11.1
7233;13.74
7234;11.12
7235;14.11
7236;17.27
7237;8.2
7238;5.7
7239;6.04
724;6.33
7240;6.41
7241;9.99428571428571
7242;9.35
7243;6.49
7244;14.4
7245;7.05
7246;9.08
7247;4.95
7248;9.62
7249;7.2
725;5.25
7250;5.24
7251;11.1
7252;7.54
7253;9.85
7254;13.91
7255;6.44
7256;16.05
7257;13.93
7258;12.7
7259;13.46
726;8.25
7260;6.72
7261;6.65
7262;14.9
7263;17.9
7264;13
7265;10.68
7266;9.37
7267;9.3
7268;19.71
7269;10.6
727;11.55
7270;12.86
7271;16.12
7272;21.36
7273;16.33
7274;9.58
7275;22.65
7276;22.64
7277;11.43
7278;12.5
7279;9.52
728;12.33
7280;21.9
7281;11.94
7282;13.99
7283;12.46
7284;14.34
7285;7.97
7286;12
7287;21.65
7289;9.98
729;5.23
7290;5.65
7291;22.96
7292;11.94
7294;10.5
7295;12.3
7296;25.39
7297;8.85
7298;11.9
7299;12.26
73;5.9
7300;9.71
7301;6.24
7302;7.49
7303;5.83
7304;13.37
7305;5.36
7306;14.1
7307;5.92
7308;11.8025
7309;5.41
731;24.73
7310;6.77
7311;6.62
7312;7.1
7313;7.16
7314;17.2
7315;17.07
7316;13.05
7317;15.72
7319;22.45
732;4.6
7320;6
7321;14.96
7322;7.8
7323;6.8
7324;7.36
7325;7.25
7326;13.75
7327;7.76666666666667
7328;13.75
7329;6.38
733;18.47
7330;7.22
7331;7
7332;16.45
7333;22.6
7334;5.6
7335;18.6
7336;14.82
7337;17.35
7338;22.48
7339;7.66
734;22.9
7340;14.1
7341;22.7
7342;14.18
7343;12.6
7344;22.06
7345;23.73
7346;20.58
7347;17.05
7348;6.27
7349;3.96
735;27.97
7350;6.36
7351;22.72
7352;7.52
7353;22.58
7354;7.97666666666667
7355;20.79
7356;8.11
7357;6.92
7358;25.21
7359;5.42
736;20.265
7360;18.2
7361;5.46
7362;5.22
7363;14.094
7364;7.32
7365;24.89
7366;4.74
7367;26.57
7368;27.63
7369;7.42
737;26.5
7370;9.55
7371;23.15
7372;6.93
7373;5.09
7374;16.7228571428571
7375;6.605
7376;16.39
7377;9.68
7378;28.07
7379;7.22
738;25.9
7380;17.08
7381;23.06
7382;5.32
7383;25.84
7384;22.51
7385;6.26
7386;8.6
7387;5.6
7388;7.1
7389;5.6
739;17.52
7390;6.15
7392;7.03
7393;5.7
7395;6.23
7396;8.61
7397;5.9
7398;7.62
7399;6.13
74;14.82
740;27.2
7400;6
7401;6.78
7402;7.7
7403;10.1
7404;7.3
7405;6.98
7407;7.47
7408;6.075
7409;6.68
741;27.2
7410;5.86
7411;9.27
7412;7.75
7413;6.17
7414;8.7
7416;6
7417;6.35
7418;6.65
7419;6.05
742;26.35
7420;4.87
7421;6.85
7422;9.31
7423;10.59
7424;5.98
7425;10.1
7426;9.3
7427;6.35
7428;10.33
7429;10.91
743;20.94
7430;9.13
7431;15.75
7432;10.75
7433;6.55
7434;6.5
7435;14.85
7436;6.3
7437;11.29
7438;5.65
7439;8.09
744;27.2
7440;8.5
7442;8
7443;5
7444;5
7445;9.3
7446;14.2
7447;14.95
7448;8.6
7449;8.6
7450;8.05
7451;8.6
7452;8.09
7453;9.7
7454;9.6
7455;7.17
7456;9.3
7457;14.33
7458;7.9
7459;10.5
746;3.42
7460;9.5
7461;6
7462;17.0922222222222
7463;5.43
7464;11.63
7465;16.6
7466;16.49
7467;7.1
7469;8.5
747;25.94
7470;6.3
7471;6.8
7472;10.1
7473;7.5
7474;15.53
7475;6.9
7476;9.22
7477;14.17
7478;16.15
7479;9.75
748;24.62
7480;6.6
7481;6.08
7482;8
7483;17.9625
7484;16.38
7485;14.5
7486;6.28
7487;6.32
7488;6
7489;6
749;26.45
7490;14.96
7491;7.5
7492;10.35
7493;9.4
7494;21.08
7495;10.65
7496;6.78
7497;7.5
7498;15.9
7499;6.8
75;11.82
750;29.81
7500;10.45
7502;11.37
7503;9.7
7504;16.1
7505;7
7506;10.98
7507;8.23
7508;12.05
7509;14.82
751;13.15
7510;15.4863636363636
7511;11.16
7512;22.53
7513;18.05
7514;11.77
7515;11.87
7516;11.9
7517;11.03
7518;11.1
7519;11.25
752;26.04
7520;14.4
7521;10.72
7522;5.8
7523;12.12
7525;12.24
7526;6.95
7527;12.8
7528;17.1
7529;11.22
753;11.94
7530;12.3
7531;11.68
7532;9.59
7533;12.15
7534;6.8
7535;5.23
7536;11.685
7537;14.9
7538;11.78
7539;12.29
754;25.8
7540;13.55
7541;12.2
7542;10.1
7543;13.9
7544;16.1
7545;11.65
7546;12.75
7547;12.9
7548;13.1
7549;14.4
755;26.4
7550;13.1
7551;6.28
7552;12.37
7553;14.83
7554;13.72
7555;10.61
7556;7.2
7557;15.84
7558;11.795
7559;13.05
756;26.25
7560;4.78
7561;6.5
7562;6.03
7563;14.71
7564;15.93
7565;10.44
7566;11.52
7567;15.41
7568;6.20666666666667
7569;6.37142857142857
757;28.35
7570;6.44666666666667
7571;15.1
7573;5.78
7574;14.15
7575;6.31
7576;5.94857142857143
7577;8.5
7578;6.56
7579;6
758;27.1
7580;7
7581;8.6
7582;6.16
7583;5.88
7585;6.34333333333333
7586;6.01
7587;6.6
7588;6.5
7589;6.3
759;25.8
7590;6.75
7591;6.15
7592;6.2
7593;6.71727272727273
7594;6.39
7596;6.76
7597;9
7598;6.5
76;10.1
760;12.46
7600;6.1
7601;6.65571428571429
7602;5.9
7603;10.4714285714286
7604;10.72
7605;11.3625
7606;6.19375
7607;6.89
7608;6.05
761;12.82
7610;7
7611;10.6
7613;10.9166666666667
7615;6.715
7617;6
7618;11
7619;7.07
762;27
7620;6.34
7621;10.4
7622;9.5
7623;5.8
7624;10.75
7625;6.53
